,name,cuisine,latitude,longitude,address,rating,review_count,price
0,Sungei Road Laksa,singaporean,1.3067340360828,103.857772350311,"['27 Jalan Berseh', '#01-100, Jin Shui Kopitiam', 'Singapore 200027', 'Singapore']",4.5,70,$
1,328 Katong Laksa,singaporean,1.3051,103.90318,"['51 East Coast Rd', 'Singapore 428770', 'Singapore']",4.0,86,$
2,A Noodle Story,singaporean,1.27911431717158,103.846893310547,"['7 Maxwell Rd', '#01-39', 'Singapore 069111', 'Singapore']",4.5,28,$
3,Song Fa Bak Kut Teh,singaporean,1.28897,103.84774,"['11 New Bridge Rd', '#01-01', 'Singapore 059383', 'Singapore']",4.0,135,$
4,Song Fa Bak Kut Teh,singaporean,1.28509935709304,103.844663791402,"['133 New Bridge Rd', '#01-04', 'Singapore 059413', 'Singapore']",4.5,39,$
5,Lao You Xuan Noodle Kitchen,singaporean,1.29525,103.82981,"['413 River Valley Rd', 'Singapore 248311', 'Singapore']",5.0,1,$
6,Food Republic,singaporean,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8,$
7,Jian Bo Shui Kueh,singaporean,1.284768,103.832378,"['30 Seng Poh Rd', '#02-05', 'Singapore 168898', 'Singapore']",4.5,16,$
8,Outram Park Fried Kway Teow Mee,singaporean,1.285331,103.845857,"['531A Upper Cross St', '#02-17', 'Hong Lim Food Center', 'Singapore 051531', 'Singapore']",4.5,27,$
9,Ponggol Nasi Lemak,singaporean,1.30675,103.89545,"['238 Tanjong Katong Rd', 'Singapore 437026', 'Singapore']",4.0,13,$
10,Luk Lu Eating House,singaporean,1.30135785602552,103.861518626761,"['341 Beach Road', 'Singapore 199567', 'Singapore']",5.0,1,$
11,Lao Zhong Zhong Eating House,singaporean,1.32906,103.8697891,"['29 Tai Thong Crescent', 'Singapore 347858', 'Singapore']",4.0,2,$
12,Jalan Sultan Prawn Mee,singaporean,1.31123495101929,103.872688293457,"['2 Jalan Ayer', 'Singapore 389141', 'Singapore']",4.5,5,$
13,No. 18 Zion Road Char Kway Teow,singaporean,1.292586,103.831163,"['70 Zion Rd', '#01-17, Zion Road Riverside Food Centre', 'Singapore 247792', 'Singapore']",4.0,20,$
14,Bernard's Kitchen,singaporean,1.28184,103.8293381,"['127 Kim Tian Road', 'Singapore 160127', 'Singapore']",4.0,1,$
15,Sin Heng Kee Porridge,singaporean,1.375019772046,103.885815554213,"['685 Hougang Street 61', '#01-150', 'Singapore 530685', 'Singapore']",5.0,10,$
16,Metropolitan YMCA Restaurant,singaporean,1.316545,103.826449,"['60 Stevens Rd', 'Singapore 257854', 'Singapore']",4.0,2,$
17,Mount Faber Nasi Lemak,singaporean,1.2810565,103.8420766,"['47 Kreta Ayer Rd', 'Singapore 089006', 'Singapore']",4.5,4,$
18,Queensway Famous Curry Chicken,singaporean,1.2876199,103.80336,"['1 Queensway', '#01-60', 'Singapore 149053', 'Singapore']",4.5,4,$
19,Goldhill Family Restruant,singaporean,1.36255497646059,103.894035192762,"['6 Hougang Ave 3', '#01-78', 'Singapore 530006', 'Singapore']",5.0,1,$
20,Jiak Pa Lang Eating House,singaporean,1.27498608203419,103.801351077855,"['456 Alexandra Rd', '#01-06', 'Singapore 119962', 'Singapore']",4.0,1,$
21,Ye Shang Hai Teochew Porridge,singaporean,1.2873845,103.813432,"['55 Lengkok Bahru', '#01-387', 'Singapore 151055', 'Singapore']",3.5,8,$
22,Public House,singaporean,1.28631,103.8492889,"['42 Circular Road', 'Singapore 049398', 'Singapore']",4.5,2,$
23,Teochew Handmade Pau,singaporean,1.3380899,103.8442917,"['Blk 127 Toa Payoh Lor 1', '#02-02', 'Singapore 310127', 'Singapore']",4.0,7,$
24,The Gallerie Food Court,singaporean,1.2912199,103.8578033,"['6 Raffles Boulevard Marina Square Shopping Centre', '#04-101/102', 'Singapore 039594', 'Singapore']",3.5,3,$
25,Blanco Court Fish Bee Hoon,singaporean,1.30132,103.8615875,"['Luk Lu Eating House', '341 Beach Road', 'Singapore 199567', 'Singapore']",4.0,9,$
26,Feng Kee Hainanese Curry Rice,singaporean,1.27593,103.79134,"['121 Pasir Panjang Road', '#01-41,  Pasir Panjiang Food Centre', 'Singapore 118543', 'Singapore']",4.0,1,$
27,136 Hong Kong Street Fish Head Steamboat,singaporean,1.28145,103.845,"['291 South Bridge Rd', 'Singapore 058836', 'Singapore']",3.5,5,$
28,1983 - A Taste Of Nanyang,singaporean,1.31680223211053,103.91350823291,"['60 Changi Boulevard', 'Changi Airport Terminal 1 Departure Hall', 'Singapore 419712', 'Singapore']",4.0,4,$
29,Sin Heng Claypot Bak Koot Teh,singaporean,1.30715,103.90434,"['439 Joo Chiat Rd', 'Singapore 427652', 'Singapore']",3.5,15,$
30,Babalicious,singaporean,1.301237,103.912944,"['1000 East Coast Parkway', '#01-02', 'Marine Cove', 'Singapore 449876', 'Singapore']",4.0,1,$
31,Ah Hoe Mee Pok,singaporean,1.30624269872495,103.761556229333,"['Block 710 Clementi West St 2', 'Weng Kwang Coffee House', 'Singapore 120710', 'Singapore']",4.0,11,$
32,Tian Tian Hainanese Chicken Rice,singaporean,1.33357,103.9481888,"['12 Jalan Pari Burong', 'Picardy Garden', 'Singapore 488678', 'Singapore']",3.5,4,$
33,Dunman Duckrice,singaporean,1.3099999,103.9009628,"['271 Onan Road', 'Stall 10', 'Singapore 424768', 'Singapore']",3.5,2,$
34,Soon Heng Silver Stream Rojak,singaporean,1.33217445294703,103.847952121755,"['480 Lor 6 Toa Payoh', '#B1-23, HDB Hub, Gourmet Paradise Food Court', 'Singapore 310480', 'Singapore']",3.5,9,$
35,Lao Fu Zi Fried Kway Teow,singaporean,1.307976,103.885398,"['51 Old Airport Rd', '#01-12', 'Singapore 390051', 'Singapore']",3.5,12,$
36,Asam Laksa,singaporean,1.30377,103.7645,"['726 Clementi West St 2', '#01-138', 'Singapore 120726', 'Singapore']",3.5,2,$
37,Wang Jiao Handmade Noodle,singaporean,1.30373912117701,103.764566928148,"['726 Clementi West St 2', '#01-193', 'Singapore 120726', 'Singapore']",5.0,1,$
38,Thai Pan Restaurant,singaporean,1.308075,103.924352,"['13 Siglap Road', 'Mandarin Gardens', 'Singapore 448912', 'Singapore']",5.0,4,$
39,Seng Huat Homemade Fried Carrot Cake,singaporean,1.3427937,103.7372793,"['Blk 254, Jurong East Street 24', '#01-48', 'Singapore 600254', 'Singapore']",5.0,1,$
40,Song Fa Bak Kut Teh,singaporean,1.33574,103.9634094,"['UE Bizhub East - North Tower East', '6 Changi Business Park Ave 1', 'Singapore 486017', 'Singapore']",4.0,9,$
41,Rocky Master,singaporean,1.2965802,103.8543779,"['402 North Bridge Road', '#01-00', 'Jun Xin Building', 'Singapore 188722', 'Singapore']",3.5,4,$
42,Yummi Chiffon,singaporean,1.2767,103.8465,"['120 Maxwell Rd', '#B1-04', 'Singapore 069119', 'Singapore']",3.5,3,$
43,Whampoa Satay Bee Hoon,singaporean,1.32289127903562,103.854930725342,"['90 Whampoa Drive', '#01-38, Whampoa Makan Place', 'Singapore 320090', 'Singapore']",4.0,1,$
44,Marina South Delicious Food,singaporean,1.2800699,103.8444366,"['1 Kadayanallur Street', '#01-35 Maxwell Food Centre', 'Singapore 069184', 'Singapore']",4.5,4,$
45,New Road Fishball Noodle,singaporean,1.29352051849328,103.801437243819,"['Mei Ling St', '#02-05, Mei Ling Market & Food Centre', 'Singapore 140159', 'Singapore']",4.0,1,$
46,Malay Food Stall Jun Hang Food Court,singaporean,1.32977,103.7763138,"['Singapore Institute of Management HQ, 461 Clementi Road', 'Block A, Level 3', 'Singapore 599491', 'Singapore']",5.0,1,$
47,Rice & Box by Tenderfresh,singaporean,1.33322,103.7401,"['2 Jurong East Central 1', '#02-08 JCube', 'Singapore 609731', 'Singapore']",5.0,1,$
48,Singapore Fried Hokkien Mee,singaporean,1.32308,103.85497,"['90 Whampoa Dr', '#01-32', 'Whampoa Makan Place', 'Singapore 320090', 'Singapore']",4.5,5,$
49,Mr You Tiao,singaporean,1.35236,103.9437714,"['#B1-19/20', '2 Tampines Central 5, Century Square', 'Singapore 529509', 'Singapore']",5.0,1,$
50,Founder Bak Kut Teh,singaporean,1.30545617072555,103.860212026586,"['500 Jalan Sultan', '#01-09', 'Singapore 199020', 'Singapore']",4.5,14,$$
51,Empress,singaporean,1.28721724978963,103.851439990103,"['1 Empress Pl', '#01-03, Asian Civilisations Museum', 'Singapore 179555', 'Singapore']",4.5,10,$$
52,Alter Ego,singaporean,1.28923894692078,103.856581543506,"['8 Raffles Ave', '#01-13D', 'Singapore 039802', 'Singapore']",2.5,5,$$
53,Jumbo Seafood,singaporean,1.28558628724908,103.851635745508,"['30 Merchant Rd', '#01-01/02', 'Singapore 058282', 'Singapore']",4.0,9,$$
54,CreatureS,singaporean,1.30811,103.85632,"['120 Desker Rd', 'Singapore 209639', 'Singapore']",4.0,14,$$
55,Outram Park Ya Hua Bah Kut Teh,singaporean,1.27184843899874,103.842564800722,"['7 Keppel Rd', '#01-05/07', 'Tanjong Pagar Complex', 'Singapore 089053', 'Singapore']",3.5,19,$$
56,Tingkat PeraMakan,singaporean,1.31382,103.85277,"['119 Owen Rd', 'Singapore 218924', 'Singapore']",4.0,6,$$
57,Iron Chefs Charcoal Grill Bar,singaporean,1.32468977497379,103.851227940132,"['360 Balestier Road', 'Singapore 329783', 'Singapore']",2.0,1,$$
58,Bee Cheng Hiang - New Bridge Road,singaporean,1.284398,103.843941,"['189 New Bridge Rd', 'Singapore 059422', 'Singapore']",4.5,7,$$
59,Chilli Padi Nonya,singaporean,1.31343,103.9000473,"['11 Joo Chiat Place', '#01-03', 'Singapore 427744', 'Singapore']",3.5,8,$$
60,White Restaurant,singaporean,1.33410373829634,103.85098837316,"['600 Toa Payoh Lor 4', '#01-10', 'Singapore 319515', 'Singapore']",4.0,2,$$
61,Baba Chews,singaporean,1.3051174885827,103.903917997407,"['86 East Coast Rd', '#01-01 Katong Square', 'Singapore 428788', 'Singapore']",3.5,7,$$
62,The Tipsy Cow,singaporean,1.30590508847122,103.895960886615,"['315 Tanjong Katong Rd', 'Singapore 437098', 'Singapore']",3.5,3,$$
63,Daisy's Dream Kitchen,singaporean,1.34738505562796,103.780566825629,"['131 Rifle Range Road', '#01-01', 'Singapore 588406', 'Singapore']",3.0,2,$$
64,Good Chance Popiah Eating House,singaporean,1.30783791098401,103.857046426044,"['1 Jalan Berseh', '#01-15', 'New World Centre', 'Singapore 209037', 'Singapore']",4.0,3,$$
65,Crystal Jade La Mian Xiao Long Bao,singaporean,1.311,103.7956619,"['241/241a Holland Ave', 'Singapore 278976', 'Singapore']",3.5,19,$$
66,Thai Hao Chi Mookata,singaporean,1.39846118722792,103.818172004867,"['908 Upper Thomson Rd', 'Singapore 787111', 'Singapore']",5.0,1,$$
67,Bar Bar Black Sheep,singaporean,1.33291425142032,103.791163521147,"['879 Cherry Avenue', 'Singapore 279892', 'Singapore']",3.0,11,$$
68,566 Seafood,singaporean,1.408016,103.7574289,"['566 Woodlands Rd', 'Singapore 728697', 'Singapore']",3.0,1,$$
69,Philly Shack,singaporean,1.29024,103.84541,"['3A River Valley Rd', 'Singapore 179020', 'Singapore']",4.0,1,$$
70,The Southbridge Hotel Restaurant and Whiskey Bar,singaporean,1.2833699,103.84575,"['210 South Bridge Rd', 'Singapore 058759', 'Singapore']",3.0,3,$$
71,Eighteen Chefs,singaporean,1.34233553887837,103.953042067587,"['3 Simei Street 6', '#01-12, Eastpoint Mall', 'Singapore 528833', 'Singapore']",3.5,4,$$
72,Colbar - Colonial Bar,singaporean,1.29414,103.79644,"['9A Whitchurch Rd', 'Singapore 138839', 'Singapore']",3.5,16,$$
73,Boon Tong Kee,singaporean,1.3676035974178,103.836985230446,"['233 Ang Mo Kio Avenue 3', '#01-1194', 'Singapore 560233', 'Singapore']",4.0,5,$$
74,Plentyfull,singaporean,1.29265941346978,103.859694488347,"['9 Raffles Boulevard', '#01-79/80 Millenia Walk', 'Singapore 039596', 'Singapore']",2.5,6,$$
75,Bakerzin,singaporean,1.2820801,103.8656464,"['18 Marina Gardens Drive', 'Gardens by the Bay, The Canopy', 'Singapore 018953', 'Singapore']",2.0,8,$$
76,Highlander Bar,singaporean,1.29037,103.8454666,"['3B River Valley Road', '#01-11 The Foundry Clarke Quay', 'Singapore 179021', 'Singapore']",2.5,17,$$
77,Curry Times,singaporean,1.320276,103.844021,"['238 Thomson Rd', '02-33', 'Singapore 307683', 'Singapore']",3.0,8,$$
78,Peranakan Inn & Lounge,singaporean,1.30729,103.9071579,"['210 East Coast Road', 'Singapore 428909', 'Singapore']",3.5,3,$$
79,Ajisen,singaporean,1.30048,103.8449097,"['68 Orchard Rd', 'Plaza Singapura', 'Singapore 238839', 'Singapore']",2.0,1,$$
80,Butter Fluffy Flaps,singaporean,1.3054399,103.9037094,"['77 E Coast Rd', 'Singapore 428783', 'Singapore']",2.0,3,$$
81,37 Heng Kee House Of Steamed Fish,singaporean,1.31221,103.8750687,"['17 Sims Way', 'Singapore 388829', 'Singapore']",3.0,1,$$
82,The Pit Restaurant & Bar,singaporean,1.30999083774671,103.795059986869,"['21 Lorong Liput', 'Singapore 277733', 'Singapore']",4.0,6,$$
83,Rong Cheng Bak Kut Teh,singaporean,1.35939557667668,103.83411882913,"['Blk 26, Sin Ming Lane', '#01-114', 'Midview City', 'Singapore 573971', 'Singapore']",2.5,7,$$
84,La Barra,singaporean,1.27842784267511,103.851699829102,"['1 Vista Exchange Green', '#02-21 Star Vista', 'Singapore', 'Singapore']",3.5,2,$$
85,O'Learys Bar & Restaurant,singaporean,1.35476310624742,103.989770730065,"['60 Airport Blvd', 'Level 2', 'Singapore 819643', 'Singapore']",3.0,7,$$
86,SocialHaus,singaporean,1.2827691216424,103.83020775183,"['11 Yong Siak Street', 'Singapore 168646', 'Singapore']",2.5,5,$$
87,Ichiban Boshi,singaporean,1.350625,103.873242,"['23 Serangoon Central', '#B1-04, Nex', 'Singapore 556083', 'Singapore']",2.5,6,$$
88,Good O'times,singaporean,1.3889,103.98683,"['Blk 5 Changi Village Rd', '#01-2017', 'Singapore 500005', 'Singapore']",3.0,2,$$
89,Lenas,singaporean,1.35402749899506,103.94525993885,"['10 Tampines Central 1', '#03', 'Singapore 529536', 'Singapore']",3.0,2,$$
90,Happy Crab,singaporean,1.3022323,103.8610412,"['13 Pahang St', 'Singapore 198613', 'Singapore']",4.5,11,$$$
91,Coffee Lounge,singaporean,1.308435,103.833928,"['22 Scotts Rd', 'Singapore 228221', 'Singapore']",4.5,4,$$$
92,San Laksa Steamboat,singaporean,1.30988,103.85699,"['147 Kitchener Road', 'Singapore 208524', 'Singapore']",4.0,8,$$$
93,National Kitchen By Violet Oon,singaporean,1.290618,103.851938,"[""1 St Andrew's Rd"", '#02-01', 'Singapore 178957', 'Singapore']",4.5,38,$$$
94,Cin Cin,singaporean,1.27590743347584,103.84465338878,"['100 Peck Seah St', '#01-02', 'Singapore 079333', 'Singapore']",4.0,3,$$$
95,The Peranakan,singaporean,1.30716619313371,103.828600743738,"['442 Orchard Rd', '#02-01, Orchard Hotel, Claymore Connect', 'Singapore 238879', 'Singapore']",3.0,13,$$$
96,Big Street,singaporean,1.30619,103.85597,"['104/106 Jalan Besar', 'Singapore 208828', 'Singapore']",4.0,3,$$$
97,Folklore,singaporean,1.30240540246864,103.864042013884,"['700 Beach Rd', 'Level 2', 'Singapore 199598', 'Singapore']",3.5,10,$$$
98,Joie By Dozo,singaporean,1.30157155493742,103.838820752506,"['181 Orchard Rd', '#12-01', 'Singapore 238896', 'Singapore']",4.5,21,$$$
99,Chin Huat Live Seafood,singaporean,1.32229069671691,103.769574339094,"['Blk 105 Clementi St 12', '#01-30', 'Singapore 120105', 'Singapore']",4.5,18,$$$
100,The East Bureau,singaporean,1.29056290456279,103.856619178426,"['6 Raffles Boulevard', '#03-03', 'Singapore 039594', 'Singapore']",2.0,1,$$$
101,Hopscotch Bar,singaporean,1.275856,103.8042542,"['45 Malan Road', 'Gillman Barracks', 'Red Dot Traffic Building', 'Singapore 109455', 'Singapore']",4.5,7,$$$
102,Privé CHIJMES,singaporean,1.294728,103.85224,"['30 Victoria St', '#01-33', 'Chijmes Courtyard', 'Singapore 187996', 'Singapore']",3.0,18,$$$
103,Hot Stones Steak & Seafood,singaporean,1.2899801,103.8455811,"['3D River Valley Road', '#01-06', 'Singapore 179023', 'Singapore']",2.0,4,$$$
104,Durian Stall At Dempsey,singaporean,1.30475,103.8089981,"['7 Dempsey Road', 'Singapore 249671', 'Singapore']",4.0,6,$$$
105,Shashlik,singaporean,1.30539,103.8302,"['545 Orchard Rd', '#06-19', 'Singapore 238882', 'Singapore']",3.0,13,$$$
106,Sungei Road Laksa,indian,1.3067340360828,103.857772350311,"['27 Jalan Berseh', '#01-100, Jin Shui Kopitiam', 'Singapore 200027', 'Singapore']",4.5,70,$
107,Maxwell Food Centre,indian,1.28033870373862,103.844763135292,"['1 Kadayanallur St', 'Singapore 069184', 'Singapore']",4.5,242,$
108,Swee Choon Tim Sum,indian,1.30813116564766,103.856864295044,"['183/185/187/189/191/193 Jalan Besar', 'Singapore 208882', 'Singapore']",4.0,75,$
109,Two Men Bagel House,indian,1.27453122493182,103.844383098185,"['16 Enggor St', '#01-12', 'Singapore 079717', 'Singapore']",4.5,76,$
110,Tim Ho Wan,indian,1.291329,103.855213,"['1 Raffles Link', '#B1-63/63A', 'Singapore 039393', 'Singapore']",4.5,31,$
111,旺角點心 Mongkok Dim Sum,indian,1.312036,103.876806,"['214 Geylang Lorong 8', 'Singapore 389274', 'Singapore']",3.5,10,$
112,Tai Hwa Pork Noodle,indian,1.305307,103.862343,"['466 Crawford Lane', '#01-12, Tai Hwa Eating House', 'Singapore 190465', 'Singapore']",4.0,85,$
113,Usman Restaurant,indian,1.3096699,103.85401,"['238 Serangoon Rd', 'Singapore 218085', 'Singapore']",4.0,34,$
114,Old Airport Road Food Centre,indian,1.30817,103.8857,"['Block 51 Old Airport Rd', '# 01-91', 'Singapore 390051', 'Singapore']",4.5,63,$
115,Satay By The Bay,indian,1.28200334039452,103.868970572948,"['18 Marina Gardens Dr', 'Singapore 018952', 'Singapore']",3.5,44,$
116,Tian Tian Hainanese Chicken Rice,indian,1.28035,103.84472,"['1 Kadayanallur St', '#01 -10/11', 'Maxwell Food Center', 'Singapore 069120', 'Singapore']",4.0,379,$
117,Lau Pa Sat,indian,1.2805001,103.8500214,"['18 Raffles Quay', 'Singapore 048582', 'Singapore']",4.0,135,$
118,Kampong Glam Cafe,indian,1.30124302204376,103.859976382299,"['17 Bussorah St', 'Singapore 199438', 'Singapore']",4.0,26,$
119,Hong Kong Street Family Restaurant,indian,1.32034388559559,103.84218251829,"['273 Thomson Road', 'Singapore 307644', 'Singapore']",4.5,12,$
120,Two Men Bagel House,indian,1.32059,103.84322,"['103 Irrawaddy Rd', '#01-04', 'Singapore 329566', 'Singapore']",5.0,21,$
121,Food Republic,indian,1.30379,103.83319,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.0,26,$
122,328 Katong Laksa,indian,1.3051,103.90318,"['51 East Coast Rd', 'Singapore 428770', 'Singapore']",4.0,86,$
123,A Noodle Story,indian,1.27911431717158,103.846893310547,"['7 Maxwell Rd', '#01-39', 'Singapore 069111', 'Singapore']",4.5,28,$
124,Treasures by Imperial Treasure Yi Dian Xin,indian,1.29383,103.85333,"['252 North Bridge Rd', '#B1-37, Raffles City Shopping Centre', 'Singapore 179103', 'Singapore']",4.5,3,$
125,Thien Long Vietnamese Restaurant,indian,1.30699581862629,103.829159885645,"['400 Orchard Rd', '#04-08, Orchard Towers', 'Singapore 238875', 'Singapore']",4.0,6,$
126,Xiang Yuan Ji - Shanghai Sheng Jian Bao,indian,1.31354514177981,103.859837294634,"['405 Jalan Besar Rd', 'Singapore 209011', 'Singapore']",4.0,5,$
127,Zhong Guo La Mian Xiao Long Bao,indian,1.28218,103.84317,"['Blk 335 Smith St', '#02-135', 'Singapore 051335', 'Singapore']",4.5,29,$
128,Penang Seafood Restaurant,indian,1.3140301,103.8830566,"['76 Geylang Lorong 25A', 'Singapore 388258', 'Singapore']",4.0,12,$
129,Once Upon A Thyme,indian,1.32116365351294,103.844692022847,"['10 Sinaran Drive', 'Square 2 #B1-124', 'Singapore 307506', 'Singapore']",4.5,6,$
130,Arnold's Fried Chicken,indian,1.31504308854862,103.893275922053,"['810 Geylang Rd', '#02-99/101', 'Singapore 409286', 'Singapore']",4.0,24,$
131,Liao Fan Hawker Chan,indian,1.28319,103.84296,"['78 Smith St', 'Singapore 058972', 'Singapore']",4.0,138,$
132,Song Fa Bak Kut Teh,indian,1.28897,103.84774,"['11 New Bridge Rd', '#01-01', 'Singapore 059383', 'Singapore']",4.0,135,$
133,Hokkien Prawn Mee Fried Kway Teow,indian,1.312515,103.839101,"['500 Clemenceau Avenue North', '#01-035 Newton Food Centre', 'Singapore 229495', 'Singapore']",5.0,2,$
134,Hong Kong Style Chee Cheong Fun,indian,1.316263,103.849928,"['41A Cambridge Rd', '#01-25', 'Singapore 211041', 'Singapore']",5.0,9,$
135,Song Fa Bak Kut Teh,indian,1.28509935709304,103.844663791402,"['133 New Bridge Rd', '#01-04', 'Singapore 059413', 'Singapore']",4.5,39,$
136,Lao You Xuan Noodle Kitchen,indian,1.29525,103.82981,"['413 River Valley Rd', 'Singapore 248311', 'Singapore']",5.0,1,$
137,Da Lian Traditional Noodles,indian,1.30749,103.85808,"['216G Syed Alwi Rd', '#01-03', 'Singapore 207799', 'Singapore']",4.0,19,$
138,Food Republic,indian,1.29305,103.851574,"['13 Stamford Rd', 'Singapore 178905', 'Singapore']",4.0,1,$
139,Mrs Pho,indian,1.30142174258793,103.8617018118,"['349 Beach Rd', 'Singapore 199570', 'Singapore']",4.0,57,$
140,Golden Mile Market & Food Centre,indian,1.30324337063871,103.8638737,"['505 Beach Road', 'Singapore 199583', 'Singapore']",4.0,13,$
141,Ah Tai Hainanese Chicken Rice,indian,1.280415,103.844583,"['1 Kadayanallur St', 'Stall 7', 'Singapore 069184', 'Singapore']",4.5,56,$
142,Mr and Mrs Mohgan's Super Crispy Roti Prata,indian,1.30969568832628,103.902061906746,"['300 Joo Chiat Rd', 'Singapore 427551', 'Singapore']",4.0,31,$
143,Geylang Lorong 9 Beef Kway Teow,indian,1.3123,103.87664,"['237 Geylang Lorong 9', 'Singapore 388756', 'Singapore']",4.0,14,$
144,Hainanese Delicacy Chicken Rice,indian,1.30697898661651,103.833246280225,"['14 Scotts Rd', '#05-116', 'Singapore 228213', 'Singapore']",4.5,39,$
145,Food Republic,indian,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8,$
146,Wanton Seng's Noodle Bar,indian,1.28014,103.8468704,"['52 Amoy St', 'Singapore 069878', 'Singapore']",4.0,11,$
147,Changi Village Hawker Centre,indian,1.38935077258577,103.988161871364,"['2 Changi Village Rd', 'Singapore 500002', 'Singapore']",4.0,14,$
148,Ghim Moh Market,indian,1.3111178897203,103.78848076426,"['20 Ghim Moh Road', 'Singapore', 'Singapore']",4.5,15,$
149,ABC Brickworks Market & Food Centre,indian,1.28695,103.8081131,"['6 Jalan Bukit Merah', 'Singapore 150006', 'Singapore']",4.5,13,$
150,Ji Ji Wanton Noodle Specialist,indian,1.285775,103.845604,"['531A Upper Cross St', '#02-48/49', 'Singapore 050531', 'Singapore']",4.0,5,$
151,Wee Nam Kee Chicken Rice,indian,1.317058,103.843868,"['101 Thomson Rd', '#01-08', 'Singapore 307591', 'Singapore']",4.0,46,$
152,Zam Zam Restaurant,indian,1.30223,103.85842,"['697-699 North Bridge Rd', 'Singapore 198676', 'Singapore']",4.0,94,$
153,Jian Bo Shui Kueh,indian,1.284768,103.832378,"['30 Seng Poh Rd', '#02-05', 'Singapore 168898', 'Singapore']",4.5,16,$
154,Zion Riverside Food Centre,indian,1.29242820894372,103.831278864582,"['70 Zion Road', 'Singapore 247792', 'Singapore']",4.0,11,$
155,Curry Village Banana Leaf,indian,1.273546,103.8426034,"['8 Lim Teck Kim Road', 'Singapore 088937', 'Singapore']",4.5,2,$
156,Man Man Japanese Unagi,indian,1.27908,103.84139,"['1 Keong Saik Rd', '#01-01', 'Singapore 089109', 'Singapore']",5.0,19,$$
157,Five Star Hainanese Chicken Rice,indian,1.30717,103.90635,"['191 East Coast Rd', 'Singapore 428897', 'Singapore']",4.5,23,$$
158,Fat Bird,indian,1.29780492395512,103.856542737434,"['1 Liang Seah St', '#01-15/16', 'Singapore 189022', 'Singapore']",4.0,9,$$
159,Club55,indian,1.284922,103.861143,"['10 Bayfront Ave', 'Hotel Tower 2, Level 55', 'Singapore 018956', 'Singapore']",4.5,6,$$
160,Din Tai Fung,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
161,The Seafood Market Place By Song fish,indian,1.30678,103.7883377,"['1 Vista Exchange Green Unit', '#01-18, Star Vista', 'Singapore 138617', 'Singapore']",4.0,1,$$
162,Vatos Urban Tacos,indian,1.2959732,103.8561986,"['36 Beach Rd', 'Singapore 189766', 'Singapore']",4.0,87,$$
163,Food Village @ Takashimaya,indian,1.302451,103.834845,"['391 Orchard Rd', 'Singapore 238872', 'Singapore']",4.0,13,$$
164,Ramen Keisuke Tori King,indian,1.275296,103.843668,"['100 Tras St', '#03-15', 'Singapore 079027', 'Singapore']",4.0,30,$$
165,JB Ah Meng,indian,1.3136214779291,103.886015567134,"['534 Geylang Rd', 'Singapore 389490', 'Singapore']",4.5,20,$$
166,Dragon Phoenix,indian,1.2916,103.845001,"['177A River Valley Rd', '#06', 'Singapore 179031', 'Singapore']",4.0,5,$$
167,Tanglin Market Place,indian,1.304923,103.823787,"['163 Tanglin Rd', '#B1-02/03', 'Singapore 247933', 'Singapore']",4.5,4,$$
168,Lang Nuong Viet Nam,indian,1.3119808673277,103.85969512993,"['18 Foch Rd', 'Singapore 209260', 'Singapore']",4.5,5,$$
169,Founder Bak Kut Teh,indian,1.30545617072555,103.860212026586,"['500 Jalan Sultan', '#01-09', 'Singapore 199020', 'Singapore']",4.5,14,$$
170,Shanghai Ren Jia,indian,1.37669,103.8411713,"['151 Ang Mo Kio Avenue 5', '#01-3046', 'Singapore 560151', 'Singapore']",4.0,13,$$
171,Hamburg Steak Keisuke,indian,1.27736,103.84468,"['72 Peck Seah St', 'Singapore 079329', 'Singapore']",4.5,10,$$
172,Mahota Commune,indian,1.30831,103.8623099,"['809 French Rd', 'Level 3, Kitchener Complex', 'Singapore 200809', 'Singapore']",5.0,5,$$
173,Char Restaurant,indian,1.31267,103.85956,"['363 Jalan Besar', 'Singapore 208994', 'Singapore']",4.5,8,$$
174,Empress,indian,1.28721724978963,103.851439990103,"['1 Empress Pl', '#01-03, Asian Civilisations Museum', 'Singapore 179555', 'Singapore']",4.5,10,$$
175,Brunches Cafe,indian,1.314428,103.853973,"['96 Rangoon Rd', 'Singapore 218375', 'Singapore']",4.5,25,$$
176,Hokkaido Ramen Santouka,indian,1.28796305006824,103.846003923218,"['6 Eu Tong Sen St', '#02-76', 'Singapore 059817', 'Singapore']",4.5,58,$$
177,Fatboy's The Burger Bar,indian,1.29888228707499,103.846076347301,"['38 Orchard Road', 'Singapore 238836', 'Singapore']",4.0,9,$$
178,My Awesome Cafe,indian,1.28016,103.8471,"['202 Telok Ayer Street', 'Singapore 068639', 'Singapore']",4.0,38,$$
179,Streets of London @ British Hainan,indian,1.31238129287846,103.898655921221,"['75 Carpmael Road', 'Singapore 429812', 'Singapore']",4.5,5,$$
